Position,Artist Name,Song Name,Days,Total Streams
1785,Daddy Yankee,Dura,87,23504611
1786,Drake,8 Out Of 10,32,23488316
1787,J. Cole,Photograph,35,23454975
1788,Ozuna,Baila Baila Baila,85,23440106
1789,Drake,Papi’s Home,35,23429154
1790,Bad Bunny,El Apagón,68,23425443
1791,Ed Sheeran,Happier,65,23344266
1792,Lauv,The Other,102,23336829
1793,Thomas Rhett,Look What God Gave Her,89,23324959
1794,Bad Bunny,Aguacero,65,23324784
1795,Gunna,Banking On Me,80,23266440
1796,Fetty Wap,Jimmy Choo,107,23255758
1797,Dreamville,Under The Sun,73,23249561
1798,JP Cooper,September Song,95,23226355
1799,Lil Uzi Vert,Silly Watch,42,23219511
1800,SZA,Low,20,23181366
1801,The Goo Goo Dolls,Iris,97,23178467
1802,Post Malone,Staring At The Sun,47,23154387
1803,Miley Cyrus,Mother's Daughter,56,23104201
1804,Childish Gambino,Summertime Magic,43,23091097
1805,Britney Spears,My Only Wish (This Year),59,23088066
1806,Eyedress,Jealous,102,23078817
1807,Taylor Swift,The Archer,50,23056183
1808,Drake,9,102,22973685
1809,Michael Bublé,Santa Claus Is Coming to Town,88,22969100
1810,Kendrick Lamar,GOD.,57,22968462
1811,21 Savage,Numb,89,22956859
1812,Billie Eilish,listen before i go,60,22897347
1813,Lil Yachty,Poland,48,22860561
1814,Wale,MY PYT,134,22860386
1815,Summer Walker,No Love,74,22851601
1816,Luke Christopher,Lot to Learn,100,22827896
1817,Imagine Dragons,Radioactive,186,22813325
1818,NLE Choppa,Narrow Road,81,22808428
1819,Zedd,I Want You To Know,120,22770312
1820,Daniel Caesar,Get You,110,22768289
1821,KAROL G,BICHOTA,86,22767930
1822,Adele,Someone Like You,124,22760209
1823,Taylor Swift,invisible string,43,22757702
1824,Huncho Jack,Saint,77,22756647
1825,Rauw Alejandro,Desesperados,94,22756151
1826,Flipp Dinero,How I Move,85,22677539
1827,Luke Combs,She Got the Best of Me,100,22659025
1828,Taylor Swift,betty,52,22651886
1829,Cardi B,Ring,70,22647853
1830,Juice WRLD,Up Up And Away,51,22641690
1831,Wiz Khalifa,Bake Sale,122,22625716
1832,Justin Bieber,As I Am,42,22595741
1833,Jordan Davis,Singles You Up,97,22584131
1834,Drake,Talk Up,30,22500766
1835,Drake,Diplomatic Immunity,43,22457380
1836,One Direction,Night Changes,175,22434400
1837,Labrinth,Mount Everest,71,22432686
1838,Drake,6 God,184,22419745
1839,Drake,Pain 1993,46,22386673
1840,Kendrick Lamar,Big Shot,64,22372144
1841,Migos,Notice Me,66,22354910
1842,Luke Combs,One Number Away,98,22353976
1843,Skrillex,Would You Ever,71,22312357
1844,Wale,Running Back,108,22253767
1845,Young Thug,Sin,65,22237805
1846,6ix9ine,BILLY,80,22189371
1847,Taylor Swift,Enchanted,57,22145991
1848,Ariana Grande,34+35 Remix,65,22140440
1849,The Weeknd,False Alarm,96,22124279
1850,Taylor Swift,Christmas Tree Farm,59,22112671
1851,Jonas Brothers,Cool,69,22097390
1852,Bad Bunny,TE MUDASTE,77,22058979
1853,Drake,Digital Dash,137,22054353
1854,ScHoolboy Q,Floating,68,22043567
1855,OneRepublic,Rich Love,82,22041268
1856,SZA,Blind,20,22030589
1857,Mr. Probz,Waves  Robin Schulz Radio Edit,164,21997634
1858,Beyoncé,ALIEN SUPERSTAR,51,21934628
1859,Kanye West,True Love,47,21916821
1860,Sech,Otro Trago,72,21915042
1861,Eminem,Greatest,39,21898314
1862,Drake,N 2 Deep,35,21897764
1863,LANCO,Greatest Love Story,107,21865131
1864,Julia Michaels,Heaven,57,21835732
1865,Billie Eilish,my boy,97,21835162
1866,Frank Ocean,Novacane,78,21831744
1867,Shawn Hook,Sound Of Your Heart,136,21754025
1868,Maluma,Hawái  Remix,60,21753013
1869,Bryson Tiller,Run Me Dry,109,21743999
1870,Taylor Swift,Gorgeous,62,21743680
1871,J Balvin,QUE PRETENDES,73,21706354
1872,Kendrick Lamar,FEAR.,49,21644521
1873,Cico P,Tampa,73,21632969
1874,Britney Spears,Make Me...,77,21617745
1875,DJ Khaled,I Got the Keys,112,21599627
1876,Morgan Wallen,865,63,21590002
1877,21 Savage,all my friends,54,21562563
1878,Arizona Zervas,FML,68,21556891
1879,Dierks Bentley,Somewhere On A Beach,150,21539920
1880,Drake,Live From The Gutter,138,21529713
1881,Billie Eilish,come out and play,58,21503308
1882,Machine Gun Kelly,I Think I'm OKAY,64,21490652
1883,Drake,BackOutsideBoyz,27,21482496
1884,Lil Uzi Vert,Neon Guts,86,21464064
1885,Camila Cabello,OMG,70,21461215
1886,Drake,Blue Tint,39,21455091
1887,Lil Baby,Real As It Gets,76,21445464
1888,ZAYN,Still Got Time,70,21424566
1889,Queen,Another One Bites The Dust  Remastered 2011,84,21424303
1890,Billie Eilish,ilomilo,51,21362276
1891,Muni Long,Hrs and Hrs,69,21356296
1892,Dreamville,Down Bad,57,21268843
1893,SoFaygo,Knock Knock,94,21263127
1894,Carpenters,Merry Christmas Darling  Remix,55,21243685
1895,Chance the Rapper,GRoCERIES,70,21238388
1896,Nicki Minaj,No Frauds,82,21231796
1897,Lil Uzi Vert,The Way Life Goes,83,21224418
1898,Sleepy Hallow,Deep End Freestyle,57,21203148
1899,Maddie & Tae,Die From A Broken Heart,85,21195966
1900,A$AP Ferg,New Level,156,21186972
1901,Taylor Swift,High Infidelity,36,21185565
1902,Wiz Khalifa,Fr Fr,68,21156954
1903,Daryl Hall & John Oates,Jingle Bell Rock  Daryl's Version,61,21137983
1904,Rihanna,Sex With Me,135,21127284
1905,Chlöe,Have Mercy,64,21119892
1906,Billie Eilish,NDA,46,21104010
1907,Ne,Yo  She Knows,149,21102722
1908,Lil Tecca,Shots,68,21075698
1909,Khalid,Right Back,69,21065277
1910,Smokepurpp,Audi.,113,21027202
1911,Taylor Swift,mirrorball,36,21000501
1912,BLACKPINK,How You Like That,64,20990391
1913,Drake,Scholarships,134,20988282
1914,Deorro,Five More Hours  Deorro x Chris Brown,155,20962255
1915,Frank Sinatra,Have Yourself A Merry Little Christmas  Remastered,49,20948370
1916,Flo Rida,Cake  Challenge Version,89,20918300
1917,Taylor Swift,gold rush,37,20911111
1918,Cafuné,Tek It,74,20905806
1919,Giveon,For Tonight,88,20896078
1920,Taylor Swift,seven,37,20883365
1921,Camila Cabello,She Loves Control,70,20875281
1922,Arctic Monkeys,Do I Wanna Know?,217,20855935
1923,Panic! At The Disco,Death Of A Bachelor,124,20850458
1924,Elton John,Step Into Christmas,53,20843721
1925,Bing Crosby,Do You Hear What I Hear?  Remastered 2006,54,20838889
1926,Regard,Ride It,77,20795938
1927,Yung Bleu,You’re Mines Still,84,20785686
1928,Roddy Ricch,Die Young,83,20784994
1929,Post Malone,Wow.  Remix,69,20774299
1930,Zara Larsson,I Would Like,99,20752626
1931,Travis Scott,NO BYSTANDERS,44,20749334
1932,AURORA,Runaway,62,20740784
1933,NAV,Never Sleep,57,20697760
1934,The Weeknd,True Colors,77,20683903
1935,Taylor Swift,‘tis the damn season,35,20670795
1936,Lady Gaga,Always Remember Us This Way,60,20660603
1937,P!nk,Walk Me Home,81,20632907
1938,Ivan Cornejo,Está Dañada,66,20617400
1939,BLACKPINK,Kill This Love,57,20604815
1940,Trippie Redd,Rich MF,73,20602509
1941,Drake,Love All,30,20601045
1942,Robin Schulz,Shed a Light,99,20596795
1943,Kendrick Lamar,United In Grief,28,20593251
1944,Future,Solitaires,58,20559317
1945,TV Girl,Not Allowed,92,20529847
1946,French Montana,Writing on the Wall,53,20518288
1947,Little Mix,Woman Like Me,54,20514515
1948,Kanye West,All Day,137,20480578
1949,Moneybagg Yo,Said Sum,92,20473820
1950,DripReport,Skechers,73,20448995
1951,Justin Bieber,No Pressure,85,20446590
1952,Niall Horan,Nice To Meet Ya,68,20436836
1953,Bo Burnham,Welcome to the Internet,66,20431469
1954,Ashley O,On A Roll,52,20404924
1955,Keith Urban,Blue Ain't Your Color,127,20388826
1956,Bad Bunny,Solo de Mi,65,20369267
1957,Lil Baby,Errbody,76,20359826
1958,BTS,Permission to Dance,51,20309040
1959,5 Seconds of Summer,Amnesia,153,20284315
1960,Khalid,Up All Night,59,20243549
1961,Usher,No Limit,130,20235954
1962,StarBoi3,Dick,67,20226932
1963,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),77,20213273
1964,lil Shordie Scott,Rocking A Cardigan in Atlanta,61,20201027
1965,Machine Gun Kelly,Home,65,20189203
1966,Gucci Mane,Curve,68,20164855
1967,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],27,20161884
1968,Summer Walker,Girls Need Love,67,20158821
1969,Bad Bunny,Dos Mil 16,55,20150130
1970,Drake,KMT,47,20105053
1971,Juice WRLD,Burn,51,20100034
1972,Lee Brice,Rumor,83,20070843
1973,Rihanna,Lift Me Up,39,20004400
1974,SZA,The Weekend  Funk Wav Remix,79,19948815
1975,Drake,No Long Talk,40,19905525
1976,The Weeknd,Rockin’,65,19903322
1977,Drake,Summer Games,34,19896599
1978,Ariana Grande,Everyday,78,19885104
1979,Gucci Mane,Rumors,76,19849016
1980,Kendrick Lamar,i,176,19835076
1981,J. Cole,9 5 . s o u t h,29,19816373
1982,KAROL G,GATÚBELA,68,19808640
1983,Gabby Barrett,The Good Ones,81,19794152
1984,Ella Fitzgerald,Sleigh Ride,52,19749075
1985,Meghan Trainor,Dear Future Husband,130,19735859
1986,Ed Sheeran,Dive,52,19733203
1987,Fergie,L.A.LOVE (la la),145,19710613
1988,Clinton Kane,I GUESS I'M IN LOVE,76,19709310
1989,Lil Tjay,In My Head,49,19701989
1990,Kodak Black,Love & War,77,19693144
1991,Ariana Grande,motive,41,19662803
1992,Drake,Ice Melts,57,19649822
1993,ThxSoMch,SPIT IN MY FACE!,56,19600894
1994,The Weeknd,Secrets,68,19583637
1995,Travis Scott,STOP TRYING TO BE GOD,42,19582506
1996,Juice WRLD,Wandered To LA,41,19572366
1997,Juice WRLD,Fighting Demons,42,19535784
1998,Chris Stapleton,Starting Over,74,19509694
1999,Twenty One Pilots,Level of Concern,57,19506027
2000,Drake,Sandra’s Rose,29,19501699
2001,Lil Wayne,Dedicate,30,19493983
2002,Drake,No Tellin',144,19488624
2003,MAX,Lights Down Low,88,19479518
2004,ElyOtto,SugarCrash!,65,19454284
2005,Travis Scott,R.I.P. SCREW,39,19450384
2006,Avicii,Without You,67,19437275
2007,Nicky Jam,El Perdón,201,19421227
2008,Trippie Redd,Love Me More,63,19420652
2009,Blxst,Chosen,86,19413867
2010,Vice,Steady 1234,91,19410051
2011,Justin Bieber,Purpose,93,19401157
2012,Jeremy Zucker,comethru,84,19372888
2013,Justin Bieber,Mark My Words,84,19372816
2014,Migos,Need It,74,19330308
2015,Kendrick Lamar,DUCKWORTH.,45,19327211
2016,Metro Boomin,Too Many Nights,27,19287199
2017,Taylor Swift,this is me trying,35,19261680
2018,Kendrick Lamar,Father Time,27,19250454
2019,NF,Time,56,19242074
2020,BIA,WHOLE LOTTA MONEY,71,19179792
2021,Jason Aldean,If I Didn't Love You,79,19179269
2022,Niall Horan,Too Much To Ask,69,19166215
2023,Avicii,Wake Me Up,175,19160734
2024,The Weeknd,Out of Time,43,19142162
2025,Bruno Mars,Skate,51,19138550
2026,Echosmith,Bright,156,19125957
2027,Central Cee,Doja,70,19115990
2028,DUSTY LOCANE,ROLLIN N CONTROLLIN FREESTYLE,68,19039170
2029,Chris Brown,New Flame,187,19002071
2030,NLE Choppa,Shotta Flow 5,58,18972307
2031,Auli'i Cravalho,How Far I'll Go,109,18965464
2032,Mac Miller,Weekend,128,18962638
2033,Roar,I Can't Handle Change,91,18955615
2034,Pop Smoke,Something Special,71,18939788
2035,Leah Kate,10 Things I Hate About You,64,18922207
2036,Tyler Childers,All Your'n,73,18921777
2037,Taylor Swift,illicit affairs,35,18896110
2038,Rich Gang,Lifestyle,168,18845791
2039,6ix9ine,KOODA,84,18843269
2040,salem ilese,Mad at Disney,65,18827099
2041,Blueface,Outside (Better Days),71,18821524
2042,Ariana Grande,sweetener,54,18811267
2043,StaySolidRocky,Party Girl (Remix),28,18807513
2044,King Von,Don't Play That,58,18792844
2045,Billy Currington,Do I Make You Wanna,98,18785354
2046,Taylor Swift,Glitch,34,18763237
2047,French Montana,Lockjaw,124,18732551
2048,Charli XCX,Boom Clap,150,18726898
2049,DaBaby,BLIND,75,18718355
2050,Rod Wave,Street Runner,56,18709432
2051,Lil Yachty,66,43,18693533
2052,Ellie Goulding,Something In The Way You Move,113,18661693
2053,Trippie Redd,Excitement,73,18647387
2054,Kendrick Lamar,BLOOD.,41,18632267
2055,Sam Smith,Lay Me Down,139,18624082
2056,Labrinth,All For Us  from the HBO Original Series Euphoria,62,18595768
2057,21 Savage,can't leave without it,60,18562606
2058,Hugh Jackman,The Greatest Show,70,18556293
2059,Camila Cabello,Real Friends,57,18555307
2060,Sam Smith,To Die For,49,18548368
2061,David Guetta,Dangerous,146,18481348
2062,Paramore,Misery Business,81,18464387
2063,Lil Uzi Vert,Do What I Want,119,18462064
2064,Dan + Shay,I Should Probably Go To Bed,80,18458727
2065,Erica Banks,Buss It,71,18450948
2066,Ella Henderson,Ghost,162,18437871
2067,Mike WiLL Made,It  Perfect Pint,94,18433227
2068,Future,Rent Money,70,18396713
2069,SZA,Seek & Destroy,20,18366062
2070,Drake,Madiba Riddim,41,18356345
2071,Musical Youth,Pass The Dutchie,56,18330047
2072,Eminem,Kamikaze,35,18311576
2073,Big Sean,One Man Can Change The World,157,18293853
2074,J. Cole,Change,49,18284328
2075,Jason Derulo,Get Ugly,100,18278894
2076,Vacations,Young,77,18274437
2077,6ix9ine,WAKA,44,18241409
2078,Ski Mask The Slump God,Foot Fungus,63,18237226
2079,Chance the Rapper,Angels,128,18223703
2080,Drake,4422,40,18168991
2081,BTS,MIC Drop,63,18143347
2082,Drake,Hours In Silence,26,18112044
2083,blackbear,me & ur ghost,54,18093679
2084,The Weeknd,Hurt You,34,18067365
2085,David Guetta,Flames,79,18059504
2086,Lil Baby,Drip Too Hard,23,18058321
2087,Eminem,Walk On Water,47,18055579
2088,Lizzo,2 Be Loved (Am I Ready),63,18040969
2089,Lauv,Mean It,59,18036202
2090,Sam Fischer,This City,80,18025098
2091,Lil Yachty,Peek A Boo,75,18022397
2092,Vince Guaraldi Trio,Christmas Time Is Here  Vocal  Album Version,36,18012931
2093,Drake,Jorja Interlude,40,18011031
2094,SZA,Love Language,20,17998659
2095,Luke Bryan,Kick The Dust Up,140,17993184
2096,BLACKPINK,Shut Down,42,17980146
2097,Drake,Pipe Down,30,17980104
2098,ScHoolboy Q,Numb Numb Juice,50,17959624
2099,Bo Burnham,Bezos I,61,17903720
2100,Fifth Harmony,Sledgehammer,142,17887733
2101,OneRepublic,No Vacancy,72,17881652
2102,Jack Harlow,Churchill Downs,46,17881468
2103,AJR,Sober Up,76,17877314
2104,Bo Burnham,All Eyes On Me,52,17868891
2105,Ariana Grande,make up,29,17858261
2106,Katy Perry,This Is How We Do,147,17852173
2107,Big Sean,Go Legend (& Metro Boomin),52,17814761
2108,Lil Nas X,SUN GOES DOWN,48,17803467
2109,Juice WRLD,Can't Die,41,17784467
2110,Billie Eilish,8,47,17767289
2111,Pia Mia,Do It Again,132,17766764
2112,Carpenters,Sleigh Ride,54,17722421
2113,Khalid,Suncity,40,17717966
2114,Harry Styles,Boyfriends,30,17684088
2115,San Holo,Light,75,17658328
2116,BIA,WHOLE LOTTA MONEY,61,17653620
2117,AnnenMayKantereit,Tom's Diner,53,17646543
2118,ROSALÍA,TKN,57,17645848
2119,Bruno Mars,When I Was Your Man,140,17626644
2120,The Weeknd,Is There Someone Else?,37,17569511
2121,Lilly Wood and The Prick,Prayer in C  Robin Schulz Radio Edit,189,17556823
2122,Polo G,No Return,54,17550180
2123,Justin Bieber,No Sense,81,17523675
2124,Imagine Dragons,Radioactive,184,17498745
2125,Devin Dawson,All on Me,84,17485094
2126,Machine Gun Kelly,At My Best,66,17475127
2127,Travis Scott,5% TINT,36,17465852
2128,Sech,Otro Trago  Remix,66,17457336
2129,J Balvin,Qué Más Pues?,65,17444058
2130,Judy Garland,"Have Yourself A Merry Little Christmas  ""Meet Me In St. Louis"" Original Cast Recording",63,17441109
2131,Migos,Having Our Way,42,17390398
2132,WhoHeem,Lets Link,55,17381983
2133,Drake,Redemption,92,17377999
2134,MadeinTYO,Skateboard P,115,17340199
2135,Kevin Gates,Thinking with My Dick,46,17331432
2136,Cardi B,Press,50,17286347
2137,Louis The Child,Better Not,61,17286042
2138,Kodak Black,MoshPit,50,17261799
2139,Pierce The Veil,King For A Day,66,17260539
2140,Trippie Redd,Matt Hardy 999,51,17253898
2141,Post Malone,Myself,39,17234081
2142,Mark Ronson,Find U Again,57,17230369
2143,Drake,After Dark,31,17190733
2144,G,Eazy  Still Be Friends,59,17157302
2145,Hearts & Colors,Lighthouse  Andrelli Remix,81,17148765
2146,Florida Georgia Line,May We All,108,17148561
2147,Lil Pump,D Rose,87,17120529
2148,Drake,U With Me?,83,17115152
2149,Imagine Dragons,I Bet My Life,184,17059959
2150,Taylor Swift,Dear Reader,33,17046073
2151,Polo G,Be Something,62,17022409
2152,Old Dominion,Written in the Sand,80,16980910
2153,J. Cole,The Cut Off,28,16959703
2154,Sam Smith,Latch  Acoustic,195,16903209
2155,Drake,IMY2,30,16902311
2156,A Boogie Wit da Hoodie,Timeless (DJ SPINKING),89,16900014
2157,Chris Brown,Don't Check On Me,43,16895123
2158,The Weeknd,Tell Your Friends,101,16887588
2159,Galantis,Runaway (U & I),169,16883384
2160,J. Cole,BRACKETS,28,16861119
2161,Kygo,Happy Now,55,16851446
2162,Little Mix,Black Magic,125,16849559
2163,Lil Uzi Vert,Homecoming,30,16848480
2164,Justin Timberlake,Filthy,41,16835872
2165,Lil Durk,AHHH HA,54,16831203
2166,Lil Uzi Vert,Prices,35,16825502
2167,Black Eyed Peas,MAMACITA,69,16822005
2168,Juice WRLD,Screw Juice,35,16804082
2169,Migos,BBO (Bad Bitches Only),44,16802143
2170,BoyWithUke,IDGAF,56,16790341
2171,Ariana Grande,MONOPOLY,33,16732639
2172,Nicki Minaj,Seeing Green,44,16686378
2173,Luke Bryan,Strip It Down,153,16661149
2174,SZA,Snooze,20,16647244
2175,Don Toliver,Had Enough,42,16631975
2176,Camila Cabello,Don't Go Yet,60,16631003
2177,Taylor Swift,tolerate it,30,16627399
2178,NOTD,I Wanna Know,52,16594005
2179,Nicki Minaj,Barbie Dreams,44,16580826
2180,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",49,16580126
2181,SZA,Used,19,16571972
2182,MEDUZA,Paradise,70,16566408
2183,Bebe Rexha,Last Hurrah,49,16553712
2184,James Hersey,Miss You,89,16549334
2185,6ix9ine,GOTTI,69,16536981
2186,Summer Walker,Playing Games,50,16536108
2187,Lil Pump,Butterfly Doors,45,16526019
2188,Adele,Rolling in the Deep,89,16522159
2189,Drake,That’s How You Feel,29,16516649
2190,Mac Miller,Blue World,29,16511989
2191,Lil Wayne,Can't Be Broken,26,16493874
2192,Tyla Yaweh,Tommy Lee,35,16485030
2193,Thomas Rhett,On Me,69,16482685
2194,Quality Control,Baby,30,16467585
2195,Cashmere Cat,Miss You,60,16455638
2196,Trippie Redd,Holy Smokes,49,16440134
2197,Joji,Gimme Love,52,16402568
2198,Fivio Foreign,City of Gods,44,16384588
2199,Cashmere Cat,Quit,59,16347142
2200,Old Dominion,Snapback,129,16340612
2201,Pitbull,Fireball,160,16334533
2202,KREAM,Taped up Heart,95,16323512
2203,A Boogie Wit da Hoodie,Man in the Mirror,59,16315483
2204,TV Girl,Lovers Rock,64,16301804
2205,A R I Z O N A,Oceans Away,71,16298599
2206,O.T. Genasis,CoCo,126,16266386
2207,The Chainsmokers,Break Up Every Night,55,16264640
2208,The Chainsmokers,Hope,40,16254986
2209,Future,Solo,58,16223596
2210,Drake,Jaded,27,16212119
2211,Michael Jackson,Thriller,42,16209752
2212,CNCO,Reggaetón Lento (Remix),84,16196903
2213,The Weeknd,Real Life,95,16193932
2214,SZA,Ghost in the Machine,20,16157022
2215,Zedd,Get Low,69,16156995
2216,Young Thug,Digits,101,16156840
2217,Travis Scott,ESCAPE PLAN,30,16142919
2218,The Game,100,152,16091392
2219,Joji,Sanctuary,42,16087982
2220,Nelly Furtado,Promiscuous,74,16039327
2221,Bryson Tiller,Let Me Explain,91,16039105
2222,Lil Uzi Vert,X,49,16028247
2223,Kid Cudi,Show Out,39,16004978
2224,Bebe Rexha,Bad Bitch,56,15992768
2225,Mooski,Track Star,62,15985906
2226,Chase Rice,Eyes On You,74,15970334
2227,Future,Hard Work Pays Off,42,15965166
2228,Nio Garcia,La Jeepeta  Remix,69,15964903
2229,XXXTENTACION,going down!,41,15959001
2230,Taylor Swift,mad woman,30,15954419
2231,Taylor Swift,Paper Rings,32,15952674
2232,G,Eazy  Order More,111,15951425
2233,Felix Jaehn,Ain't Nobody (Loves Me Better),139,15915316
2234,Stanaj,Romantic  NOTD Remix,67,15914362
2235,Kendrick Lamar,Count Me Out,26,15913311
2236,Logic,Black SpiderMan,54,15908177
2237,DaBaby,JUMP,58,15896771
2238,Sueco,Paralyzed,50,15882575
2239,Selena Gomez,Baila Conmigo,57,15870871
2240,Lady Gaga,Sour Candy,37,15865453
2241,Tame Impala,Eventually,65,15861122
2242,LANY,Super Far,81,15855923
2243,Drake,Finesse,28,15853135
2244,XXXTENTACION,Sauce!,44,15852621
2245,Aaron Carter,Sooner Or Later,64,15831038
2246,Gunna,Speed It Up,54,15829381
2247,Katy Perry,Swish Swish,52,15818560
2248,NLE Choppa,Jumpin,59,15816243
2249,Future,Mask Off  Remix,49,15809427
2250,Summer Walker,Come Thru,58,15800752
2251,OneRepublic,Start Again,46,15763139
2252,Bad Bunny,La Santa,38,15731522
2253,Florida Georgia Line,Talk You Out Of It,69,15728344
